Timestamp,Please select a character to submit matchup data for.,What is your approximate skill level?,What is your tag?,Bowser,Captain Falcon,Charizard,Diddy Kong,Donkey Kong,Falco,Fox,Ganondorf,Ice Climbers,Ike,Ivysaur,Jigglypuff,King Dedede,Kirby,Knuckles,Link,Lucario,Lucas,Luigi,Mario,Marth,Meta Knight,Mewtwo,Mr. Game and Watch,Ness,Olimar,Peach,Pikachu,Pit,R.O.B.,Roy,Samus,Sheik,Snake,Sonic,Squirtle,Toon Link,Wario,Wolf,Yoshi,Zelda,Zero Suit Samus,"I attest that the data I am submitting is my actual opinion, and I am not submitting junk data to cause a headache."
9/23/2023 12:20:44,Pikachu,Intermediate (I have participated in multiple tournaments),Puunk_,,55:45,60:40,,40:60,55:45,45:55,,20:80,60:40,70:30,60:40,,,50:50,60:40,,60:40,55:45,,55:45,50:50,60:40,55:45,60:40,40:60,45:55,50:50,,70:30,,60:40,30:70,,55:45,,,,,60:40,70:30,50:50,Yes
9/23/2023 12:44:51,Ice Climbers,High Level (I regularly make it out of pools in tournaments),Serb,60:40,40:60,70:30,55:45,70:30,55:45,50:50,50:50,50:50,40:60,50:50,40:60,60:40,60:40,55:45,40:60,40:60,70:30,40:60,50:50,40:60,50:50,30:70,60:40,60:40,50:50,40:60,60:40,50:50,45:55,50:50,40:60,60:40,40:60,50:50,55:45,40:60,80:20,55:45,40:60,30:70,30:70,Yes
9/23/2023 13:13:45,Falco,High Level (I regularly make it out of pools in tournaments),Captain Birdman,55:45,55:45,45:55,50:50,55:45,50:50,50:50,45:55,45:55,45:55,55:45,40:60,55:45,55:45,45:55,50:50,55:45,55:45,55:45,45:55,45:55,50:50,45:55,55:45,,55:45,50:50,55:45,,45:55,50:50,,50:50,55:45,45:55,55:45,60:40,45:55,50:50,55:45,45:55,50:50,Yes
9/23/2023 13:17:50,Fox,High Level (I regularly make it out of pools in tournaments),Bird,60:40,55:45,40:60,70:30,30:70,50:50,50:50,60:40,45:55,40:60,55:45,70:30,60:40,30:70,55:45,55:45,40:60,60:40,60:40,60:40,30:70,60:40,45:55,60:40,60:40,70:30,60:40,60:40,60:40,45:55,60:40,60:40,60:40,55:45,70:30,60:40,70:30,55:45,55:45,60:40,60:40,45:55,Yes
9/23/2023 13:54:26,Ivysaur,High Level (I regularly make it out of pools in tournaments),Amph,60:40,45:55,60:40,50:50,50:50,45:55,40:60,55:45,,55:45,50:50,70:30,60:40,55:45,45:55,45:55,45:55,55:45,60:40,50:50,40:60,40:60,50:50,55:45,55:45,60:40,70:30,55:45,50:50,50:50,50:50,60:40,40:60,55:45,40:60,50:50,45:55,55:45,40:60,45:55,60:40,40:60,Yes
9/23/2023 14:15:28,Diddy Kong,High Level (I regularly make it out of pools in tournaments),Microsoft J,70:30,60:40,60:40,50:50,40:60,70:30,70:30,60:40,,50:50,50:50,60:40,60:40,60:40,50:50,40:60,50:50,60:40,60:40,50:50,60:40,50:50,50:50,50:50,50:50,,70:30,55:45,50:50,60:40,70:30,,55:45,55:45,40:60,40:60,,55:45,50:50,45:55,40:60,45:55,Yes
9/23/2023 14:19:00,Lucario,Intermediate (I have participated in multiple tournaments),rose cat,60:40,55:45,55:45,45:55,55:45,40:60,40:60,60:40,55:45,50:50,55:45,,70:30,60:40,,55:45,50:50,,45:55,40:60,45:55,55:45,55:45,,50:50,,55:45,,,60:40,55:45,,55:45,,,,,,40:60,55:45,60:40,55:45,Yes
9/23/2023 14:52:56,Ice Climbers,High Level (I regularly make it out of pools in tournaments),JB IV,70:30,50:50,60:40,60:40,60:40,45:55,45:55,40:60,50:50,45:55,45:55,50:50,70:30,60:40,60:40,55:45,60:40,60:40,55:45,60:40,40:60,45:55,40:60,60:40,60:40,60:40,40:60,60:40,60:40,60:40,60:40,45:55,60:40,45:55,55:45,60:40,45:55,55:45,50:50,55:45,40:60,40:60,Yes
9/23/2023 15:29:56,Zelda,Top Player (I have won regional or larger sized tournaments),luxingo,,40:60,50:50,40:60,30:70,40:60,30:70,55:45,60:40,50:50,55:45,,,,50:50,30:70,50:50,50:50,,,30:70,30:70,,40:60,40:60,,60:40,,,,,,45:55,60:40,55:45,,,,,,50:50,40:60,Yes
9/23/2023 15:32:20,Ice Climbers,Top Player (I have won regional or larger sized tournaments),Seb (tag changes regularly but am australian top icies),60:40,55:45,,55:45,55:45,60:40,50:50,60:40,,45:55,45:55,55:45,60:40,55:45,60:40,,50:50,60:40,40:60,,40:60,55:45,,,70:30,60:40,30:70,70:30,,55:45,55:45,55:45,70:30,60:40,55:45,40:60,,55:45,,60:40,45:55,40:60,Yes
9/23/2023 17:02:03,Ness,High Level (I regularly make it out of pools in tournaments),Ntire,60:40,45:55,45:55,50:50,55:45,55:45,45:55,45:55,55:45,45:55,50:50,55:45,50:50,50:50,50:50,45:55,50:50,55:45,50:50,45:55,40:60,45:55,40:60,55:45,50:50,45:55,55:45,50:50,40:60,50:50,45:55,50:50,45:55,60:40,55:45,55:45,40:60,50:50,50:50,55:45,55:45,45:55,Yes
9/23/2023 17:05:34,Pit,High Level (I regularly make it out of pools in tournaments),Ant,60:40,50:50,55:45,55:45,45:55,40:60,40:60,45:55,50:50,55:45,50:50,70:30,60:40,60:40,50:50,50:50,50:50,45:55,55:45,45:55,50:50,45:55,55:45,55:45,55:45,55:45,60:40,55:45,50:50,55:45,45:55,55:45,45:55,55:45,55:45,55:45,55:45,50:50,40:60,50:50,55:45,45:55,Yes
9/23/2023 17:14:35,Sheik,High Level (I regularly make it out of pools in tournaments),Amy,80:20,60:40,,55:45,60:40,50:50,40:60,70:30,30:70,55:45,55:45,50:50,60:40,45:55,55:45,70:30,55:45,55:45,60:40,55:45,60:40,50:50,55:45,,60:40,,60:40,,,60:40,,60:40,50:50,60:40,60:40,,,60:40,50:50,60:40,70:30,55:45,Yes
9/23/2023 17:20:23,Mr. Game and Watch,Top Player (I have won regional or larger sized tournaments),Mr.Watch&Learn,70:30,55:45,55:45,45:55,50:50,40:60,40:60,40:60,50:50,45:55,40:60,70:30,70:30,70:30,55:45,50:50,50:50,50:50,70:30,60:40,45:55,40:60,60:40,50:50,55:45,45:55,70:30,55:45,50:50,55:45,40:60,70:30,55:45,55:45,55:45,55:45,40:60,50:50,50:50,40:60,45:55,40:60,Yes
9/23/2023 17:38:15,Marth,Intermediate (I have participated in multiple tournaments),Egsid,40:60,45:55,40:60,60:40,45:55,55:45,55:45,50:50,60:40,,45:55,60:40,40:60,60:40,55:45,55:45,55:45,60:40,70:30,60:40,50:50,40:60,45:55,55:45,60:40,55:45,55:45,50:50,45:55,60:40,55:45,50:50,45:55,55:45,,,,55:45,55:45,40:60,60:40,40:60,Yes
9/23/2023 18:48:30,Mr. Game and Watch,High Level (I regularly make it out of pools in tournaments),Edge,60:40,45:55,,,,55:45,50:50,50:50,,,40:60,,60:40,,40:60,55:45,,40:60,60:40,,30:70,,45:55,50:50,,,55:45,,,,50:50,,45:55,,,50:50,,,,45:55,60:40,30:70,Yes
9/23/2023 18:51:28,Roy,Intermediate (I have participated in multiple tournaments),Grim,,50:50,,,,,,60:40,,,,,,,,,,,,,45:55,,,55:45,60:40,,,,,20:80,,,,,,,,,,,,,Yes
9/23/2023 20:48:26,Lucario,Intermediate (I have participated in multiple tournaments),Naan,,,,,40:60,40:60,30:70,55:45,,,,,,,,,50:50,,,,50:50,,,,45:55,,,,,60:40,,,,,,,,,30:70,,,30:70,Yes
9/23/2023 21:31:03,Ness,Top Player (I have won regional or larger sized tournaments),Ryzuul,60:40,50:50,50:50,55:45,55:45,55:45,55:45,55:45,45:55,45:55,40:60,50:50,55:45,55:45,50:50,55:45,55:45,55:45,60:40,55:45,30:70,40:60,45:55,50:50,50:50,50:50,55:45,60:40,45:55,45:55,55:45,60:40,50:50,60:40,50:50,60:40,50:50,50:50,50:50,60:40,55:45,45:55,Yes
9/23/2023 23:09:47,Marth,High Level (I regularly make it out of pools in tournaments),Mar,55:45,50:50,45:55,50:50,45:55,55:45,55:45,55:45,45:55,50:50,50:50,55:45,45:55,55:45,50:50,45:55,50:50,60:40,60:40,55:45,50:50,45:55,55:45,55:45,60:40,60:40,55:45,45:55,50:50,50:50,55:45,50:50,45:55,55:45,50:50,50:50,60:40,50:50,55:45,45:55,55:45,45:55,Yes
9/24/2023 3:10:00,Toon Link,High Level (I regularly make it out of pools in tournaments),Ditzy,60:40,45:55,60:40,40:60,55:45,45:55,40:60,60:40,70:30,55:45,70:30,70:30,70:30,60:40,45:55,55:45,45:55,50:50,70:30,45:55,45:55,45:55,70:30,60:40,60:40,60:40,70:30,50:50,55:45,50:50,55:45,60:40,50:50,60:40,40:60,50:50,50:50,55:45,45:55,45:55,70:30,45:55,Yes
9/24/2023 10:32:29,Ivysaur,Top Player (I have won regional or larger sized tournaments),Verd,70:30,40:60,55:45,45:55,50:50,40:60,30:70,60:40,60:40,50:50,50:50,80:20,60:40,55:45,45:55,55:45,45:55,45:55,55:45,55:45,40:60,40:60,45:55,55:45,60:40,60:40,80:20,45:55,50:50,45:55,50:50,60:40,50:50,55:45,40:60,45:55,40:60,60:40,40:60,50:50,55:45,45:55,Yes
9/24/2023 19:31:13,Ike,Intermediate (I have participated in multiple tournaments),Sabreur ,55:45,40:60,50:50,40:60,50:50,40:60,45:55,60:40,60:40,50:50,50:50,60:40,55:45,60:40,45:55,55:45,40:60,45:55,60:40,55:45,45:55,40:60,50:50,60:40,70:30,70:30,70:30,40:60,40:60,55:45,70:30,60:40,40:60,60:40,30:70,30:70,55:45,50:50,40:60,60:40,60:40,45:55,Yes
9/25/2023 1:58:41,Sheik,Intermediate (I have participated in multiple tournaments),Fukki,60:40,55:45,45:55,50:50,50:50,55:45,55:45,60:40,40:60,55:45,50:50,55:45,55:45,50:50,50:50,55:45,55:45,50:50,55:45,55:45,55:45,50:50,50:50,50:50,60:40,60:40,50:50,55:45,60:40,55:45,55:45,55:45,50:50,55:45,50:50,45:55,55:45,50:50,45:55,55:45,60:40,55:45,Yes
9/25/2023 2:31:55,Mario,Top Player (I have won regional or larger sized tournaments),Gallo,70:30,50:50,55:45,70:30,50:50,55:45,45:55,55:45,45:55,50:50,45:55,60:40,70:30,55:45,55:45,55:45,55:45,60:40,45:55,50:50,45:55,55:45,45:55,55:45,55:45,55:45,40:60,60:40,60:40,55:45,50:50,50:50,50:50,55:45,55:45,60:40,55:45,55:45,45:55,45:55,40:60,50:50,Yes
9/25/2023 2:39:03,Pit,Top Player (I have won regional or larger sized tournaments),Gallo,60:40,40:60,60:40,50:50,40:60,45:55,40:60,55:45,45:55,55:45,45:55,60:40,60:40,55:45,40:60,45:55,40:60,45:55,60:40,40:60,55:45,40:60,60:40,60:40,55:45,45:55,55:45,45:55,50:50,50:50,50:50,55:45,45:55,50:50,45:55,50:50,45:55,50:50,40:60,45:55,60:40,45:55,Yes
9/25/2023 13:55:31,Olimar,High Level (I regularly make it out of pools in tournaments),sfy bees,60:40,40:60,50:50,55:45,50:50,40:60,30:70,60:40,50:50,45:55,45:55,70:30,60:40,60:40,45:55,60:40,40:60,40:60,60:40,40:60,45:55,30:70,50:50,60:40,45:55,50:50,60:40,50:50,45:55,45:55,50:50,70:30,40:60,60:40,30:70,50:50,60:40,60:40,30:70,55:45,60:40,30:70,Yes
9/25/2023 14:49:45,Olimar,Intermediate (I have participated in multiple tournaments),Cookies,60:40,45:55,55:45,55:45,40:60,40:60,45:55,60:40,50:50,45:55,50:50,60:40,55:45,60:40,40:60,50:50,40:60,40:60,60:40,45:55,40:60,30:70,30:70,55:45,60:40,50:50,60:40,45:55,45:55,60:40,45:55,60:40,40:60,55:45,45:55,60:40,40:60,40:60,40:60,55:45,55:45,40:60,Yes
9/25/2023 20:34:38,Pikachu,Intermediate (I have participated in multiple tournaments),Tash,55:45,40:60,40:60,,40:60,40:60,40:60,55:45,30:70,55:45,60:40,60:40,60:40,55:45,,50:50,50:50,,55:45,40:60,55:45,45:55,40:60,,,,50:50,50:50,,40:60,40:60,50:50,50:50,60:40,,50:50,55:45,40:60,,55:45,60:40,45:55,Yes
9/25/2023 21:00:51,Charizard,Top Player (I have won regional or larger sized tournaments),Kycse,60:40,60:40,50:50,40:60,55:45,55:45,50:50,70:30,40:60,60:40,45:55,60:40,45:55,55:45,55:45,55:45,40:60,40:60,60:40,55:45,50:50,40:60,45:55,45:55,50:50,55:45,60:40,55:45,,45:55,60:40,55:45,50:50,55:45,45:55,,40:60,50:50,40:60,55:45,50:50,40:60,Yes
9/25/2023 22:13:32,Toon Link,High Level (I regularly make it out of pools in tournaments),SquidBangR,30:70,30:70,80:20,50:50,80:20,30:70,20:80,50:50,20:80,50:50,80:20,45:55,50:50,40:60,40:60,40:60,30:70,60:40,55:45,60:40,40:60,40:60,60:40,80:20,55:45,50:50,40:60,55:45,45:55,45:55,60:40,50:50,45:55,45:55,80:20,40:60,80:20,40:60,45:55,60:40,40:60,55:45,Yes
9/26/2023 1:38:25,Sonic,Top Player (I have won regional or larger sized tournaments),Motobug,60:40,50:50,55:45,55:45,60:40,50:50,45:55,60:40,40:60,60:40,60:40,60:40,70:30,60:40,55:45,55:45,50:50,55:45,55:45,50:50,50:50,50:50,55:45,55:45,60:40,60:40,55:45,55:45,55:45,60:40,55:45,60:40,50:50,55:45,50:50,55:45,60:40,60:40,50:50,55:45,60:40,50:50,Yes
9/26/2023 1:41:28,Knuckles,Top Player (I have won regional or larger sized tournaments),Motobug,60:40,55:45,55:45,60:40,55:45,50:50,45:55,60:40,45:55,55:45,55:45,55:45,60:40,60:40,50:50,55:45,50:50,55:45,60:40,55:45,45:55,50:50,55:45,55:45,60:40,60:40,60:40,55:45,55:45,60:40,55:45,60:40,50:50,60:40,45:55,55:45,55:45,50:50,45:55,55:45,60:40,50:50,Yes
9/26/2023 12:13:40,Captain Falcon,Intermediate (I have participated in multiple tournaments),shad,60:40,50:50,45:55,60:40,50:50,50:50,40:60,60:40,60:40,45:55,70:30,55:45,70:30,55:45,45:55,60:40,50:50,60:40,60:40,70:30,,20:80,50:50,45:55,60:40,50:50,60:40,45:55,60:40,60:40,60:40,60:40,50:50,60:40,60:40,30:70,60:40,55:45,40:60,60:40,55:45,50:50,Yes
9/26/2023 14:23:58,King Dedede,High Level (I regularly make it out of pools in tournaments),RBD Apollo Ali,50:50,40:60,50:50,50:50,45:55,40:60,40:60,50:50,20:80,50:50,45:55,50:50,50:50,55:45,40:60,50:50,30:70,40:60,60:40,45:55,45:55,40:60,50:50,45:55,50:50,45:55,40:60,30:70,45:55,50:50,60:40,60:40,45:55,45:55,40:60,40:60,45:55,40:60,45:55,45:55,55:45,30:70,Yes
9/26/2023 14:34:54,Ganondorf,Intermediate (I have participated in multiple tournaments),BM_Biz,60:40,45:55,45:55,40:60,45:55,40:60,40:60,50:50,50:50,45:55,45:55,60:40,50:50,50:50,40:60,45:55,40:60,45:55,55:45,40:60,50:50,30:70,45:55,45:55,45:55,55:45,55:45,45:55,45:55,45:55,55:45,60:40,30:70,45:55,30:70,40:60,40:60,45:55,40:60,70:30,45:55,30:70,Yes
9/26/2023 18:31:10,Captain Falcon,Top Player (I have won regional or larger sized tournaments),ORLY,70:30,50:50,60:40,40:60,40:60,,55:45,55:45,60:40,40:60,55:45,55:45,60:40,55:45,40:60,55:45,40:60,55:45,60:40,40:60,55:45,30:70,45:55,45:55,60:40,45:55,60:40,55:45,60:40,60:40,55:45,60:40,40:60,60:40,45:55,40:60,60:40,55:45,40:60,60:40,60:40,40:60,Yes
9/26/2023 19:15:20,Kirby,High Level (I regularly make it out of pools in tournaments),Shenanigans,55:45,50:50,50:50,45:55,45:55,45:55,30:70,55:45,40:60,45:55,45:55,45:55,55:45,50:50,45:55,45:55,50:50,40:60,55:45,45:55,30:70,45:55,40:60,45:55,45:55,45:55,50:50,45:55,50:50,50:50,50:50,55:45,55:45,50:50,45:55,50:50,40:60,45:55,40:60,50:50,50:50,50:50,Yes
9/26/2023 19:16:12,Zero Suit Samus,High Level (I regularly make it out of pools in tournaments),mawwwk,70:30,50:50,60:40,55:45,50:50,50:50,45:55,60:40,60:40,55:45,55:45,60:40,70:30,50:50,40:60,55:45,50:50,60:40,60:40,50:50,50:50,45:55,60:40,60:40,60:40,60:40,60:40,60:40,55:45,55:45,60:40,55:45,40:60,60:40,50:50,60:40,60:40,55:45,45:55,60:40,60:40,,Yes
9/26/2023 22:39:00,Ganondorf,Intermediate (I have participated in multiple tournaments),G4RY,55:45,40:60,45:55,40:60,40:60,40:60,45:55,50:50,60:40,45:55,30:70,45:55,45:55,50:50,45:55,45:55,40:60,30:70,60:40,50:50,40:60,30:70,40:60,45:55,40:60,45:55,50:50,45:55,50:50,50:50,60:40,55:45,30:70,45:55,40:60,30:70,40:60,40:60,30:70,50:50,50:50,40:60,Yes
9/27/2023 15:22:54,Zero Suit Samus,High Level (I regularly make it out of pools in tournaments),irish martini,70:30,55:45,60:40,55:45,55:45,55:45,45:55,70:30,30:70,60:40,60:40,60:40,80:20,55:45,50:50,55:45,45:55,45:55,60:40,55:45,60:40,40:60,60:40,55:45,60:40,70:30,70:30,55:45,60:40,60:40,70:30,55:45,45:55,60:40,40:60,60:40,60:40,55:45,40:60,55:45,70:30,50:50,Yes
9/27/2023 15:28:09,Sheik,High Level (I regularly make it out of pools in tournaments),irish martini,70:30,55:45,55:45,55:45,45:55,55:45,50:50,70:30,20:80,55:45,55:45,45:55,55:45,45:55,45:55,70:30,45:55,40:60,60:40,55:45,60:40,40:60,55:45,55:45,70:30,70:30,60:40,50:50,55:45,50:50,70:30,50:50,50:50,70:30,45:55,60:40,70:30,55:45,45:55,50:50,60:40,55:45,Yes
9/27/2023 19:08:47,Donkey Kong,High Level (I regularly make it out of pools in tournaments),Mangachu,55:45,60:40,55:45,60:40,50:50,70:30,55:45,70:30,30:70,55:45,50:50,55:45,70:30,60:40,55:45,60:40,45:55,55:45,70:30,60:40,55:45,55:45,60:40,60:40,60:40,60:40,70:30,55:45,60:40,60:40,70:30,55:45,50:50,60:40,40:60,60:40,55:45,55:45,50:50,80:20,60:40,45:55,Yes
9/27/2023 19:20:13,Wolf,High Level (I regularly make it out of pools in tournaments),Captain Birdman,60:40,60:40,,55:45,50:50,50:50,50:50,60:40,55:45,,60:40,55:45,60:40,60:40,,55:45,55:45,55:45,55:45,,50:50,50:50,55:45,55:45,60:40,60:40,55:45,55:45,,55:45,55:45,,50:50,55:45,,60:40,60:40,50:50,50:50,55:45,,55:45,Yes
9/27/2023 19:20:47,Mario,Intermediate (I have participated in multiple tournaments),sticks,60:40,40:60,45:55,70:30,50:50,40:60,40:60,45:55,,45:55,55:45,60:40,60:40,60:40,45:55,55:45,50:50,60:40,50:50,,50:50,60:40,30:70,55:45,55:45,,45:55,60:40,60:40,55:45,60:40,55:45,45:55,45:55,55:45,60:40,60:40,50:50,45:55,45:55,40:60,,Yes
9/27/2023 19:26:05,Marth,Intermediate (I have participated in multiple tournaments),Adray,55:45,45:55,50:50,50:50,50:50,55:45,55:45,60:40,50:50,50:50,55:45,60:40,45:55,55:45,55:45,50:50,55:45,55:45,55:45,55:45,50:50,50:50,45:55,60:40,60:40,60:40,60:40,45:55,55:45,55:45,60:40,55:45,50:50,50:50,45:55,50:50,45:55,50:50,50:50,50:50,55:45,40:60,Yes
9/27/2023 19:29:51,Marth,Intermediate (I have participated in multiple tournaments),Femboyroy ,30:70,30:70,50:50,60:40,60:40,80:20,80:20,60:40,80:20,50:50,45:55,60:40,30:70,30:70,60:40,50:50,30:70,60:40,40:60,40:60,50:50,60:40,60:40,40:60,70:30,70:30,50:50,55:45,55:45,30:70,80:20,60:40,60:40,70:30,40:60,30:70,60:40,60:40,80:20,30:70,50:50,60:40,Yes
9/27/2023 19:33:19,Marth,Intermediate (I have participated in multiple tournaments),Douhboi / Mr. S,40:60,50:50,45:55,,40:60,60:40,60:40,55:45,55:45,50:50,60:40,60:40,45:55,50:50,45:55,60:40,50:50,55:45,60:40,55:45,50:50,45:55,55:45,60:40,60:40,60:40,60:40,,55:45,50:50,60:40,60:40,45:55,55:45,55:45,60:40,60:40,50:50,50:50,40:60,55:45,40:60,Yes
9/27/2023 19:36:23,Roy,Intermediate (I have participated in multiple tournaments),Douhboi / Mr. S,30:70,45:55,40:60,50:50,40:60,55:45,55:45,45:55,,45:55,,,40:60,,40:60,55:45,,45:55,55:45,55:45,40:60,40:60,45:55,55:45,55:45,55:45,50:50,,50:50,50:50,50:50,55:45,45:55,50:50,45:55,55:45,60:40,50:50,45:55,30:70,50:50,30:70,Yes
9/27/2023 19:38:16,Lucario,High Level (I regularly make it out of pools in tournaments),Ptsd,60:40,55:45,60:40,55:45,50:50,60:40,55:45,55:45,50:50,55:45,55:45,60:40,60:40,55:45,55:45,55:45,50:50,50:50,50:50,50:50,50:50,50:50,50:50,55:45,50:50,55:45,55:45,50:50,55:45,55:45,55:45,55:45,55:45,80:20,55:45,60:40,55:45,50:50,55:45,50:50,50:50,50:50,Yes
9/27/2023 19:56:32,Donkey Kong,Intermediate (I have participated in multiple tournaments),Soggy,80:20,45:55,55:45,70:30,50:50,40:60,30:70,70:30,20:80,45:55,50:50,80:20,55:45,70:30,40:60,55:45,50:50,45:55,60:40,45:55,55:45,20:80,40:60,60:40,60:40,60:40,55:45,60:40,70:30,55:45,55:45,60:40,20:80,50:50,20:80,50:50,55:45,55:45,30:70,80:20,60:40,45:55,Yes
9/27/2023 19:57:17,Wario,High Level (I regularly make it out of pools in tournaments),Jr. Chaffles,70:30,55:45,55:45,50:50,,50:50,45:55,,20:80,45:55,45:55,40:60,55:45,45:55,50:50,45:55,55:45,45:55,45:55,50:50,45:55,50:50,40:60,60:40,55:45,,55:45,50:50,60:40,40:60,45:55,45:55,50:50,50:50,40:60,,45:55,50:50,50:50,45:55,55:45,50:50,Yes
9/27/2023 20:02:15,Snake,Intermediate (I have participated in multiple tournaments),Mr. Ledger,70:30,55:45,55:45,40:60,50:50,45:55,40:60,60:40,,55:45,40:60,60:40,60:40,,,60:40,,45:55,,40:60,45:55,30:70,55:45,55:45,,,,,,,,,30:70,,50:50,,50:50,,40:60,50:50,45:55,30:70,Yes
9/27/2023 20:02:34,Olimar,High Level (I regularly make it out of pools in tournaments),Jr. Chaffles,60:40,55:45,50:50,45:55,55:45,40:60,45:55,60:40,45:55,50:50,45:55,60:40,50:50,60:40,,50:50,55:45,45:55,60:40,50:50,45:55,45:55,50:50,55:45,45:55,50:50,50:50,50:50,50:50,45:55,40:60,45:55,50:50,55:45,40:60,55:45,50:50,55:45,40:60,40:60,50:50,50:50,Yes
9/27/2023 20:15:55,Marth,Top Player (I have won regional or larger sized tournaments),Rongunshu,60:40,55:45,55:45,60:40,40:60,60:40,60:40,60:40,60:40,55:45,60:40,60:40,60:40,60:40,55:45,50:50,55:45,60:40,70:30,55:45,50:50,50:50,55:45,70:30,60:40,60:40,60:40,50:50,55:45,55:45,55:45,60:40,45:55,60:40,55:45,60:40,55:45,55:45,60:40,55:45,60:40,45:55,Yes
9/27/2023 20:24:42,Lucario,Intermediate (I have participated in multiple tournaments),hibou,70:30,50:50,60:40,,55:45,55:45,55:45,60:40,55:45,,,70:30,70:30,,,,50:50,,60:40,50:50,55:45,,45:55,55:45,60:40,,55:45,,,60:40,60:40,,50:50,,,,,,45:55,60:40,,45:55,Yes
9/27/2023 20:30:40,R.O.B.,High Level (I regularly make it out of pools in tournaments),shwang,55:45,40:60,60:40,45:55,40:60,60:40,55:45,60:40,60:40,45:55,55:45,60:40,50:50,55:45,45:55,55:45,30:70,45:55,55:45,45:55,50:50,30:70,45:55,60:40,50:50,55:45,55:45,50:50,55:45,50:50,55:45,55:45,45:55,55:45,40:60,50:50,45:55,55:45,50:50,60:40,60:40,30:70,Yes
9/27/2023 20:55:59,Lucario,High Level (I regularly make it out of pools in tournaments),Cresso,70:30,60:40,50:50,50:50,60:40,60:40,40:60,60:40,60:40,55:45,,,70:30,55:45,,55:45,50:50,,60:40,50:50,50:50,50:50,,,,,55:45,50:50,55:45,,50:50,,,55:45,45:55,,,,,55:45,60:40,50:50,Yes
9/27/2023 21:20:49,Fox,High Level (I regularly make it out of pools in tournaments),lapis,55:45,60:40,60:40,55:45,45:55,55:45,50:50,60:40,55:45,50:50,55:45,70:30,55:45,60:40,50:50,55:45,55:45,45:55,55:45,45:55,40:60,50:50,50:50,50:50,45:55,,55:45,50:50,,55:45,45:55,55:45,50:50,55:45,45:55,,,55:45,50:50,60:40,50:50,40:60,Yes
9/27/2023 21:22:40,Sonic,Intermediate (I have participated in multiple tournaments),Wither,70:30,40:60,,,,60:40,60:40,70:30,,,70:30,80:20,,,50:50,55:45,,55:45,80:20,45:55,40:60,30:70,,50:50,60:40,,,,,,,,40:60,,,,,,70:30,,,30:70,Yes
9/27/2023 21:30:24,Bowser,Intermediate (I have participated in multiple tournaments),ZDJ,50:50,60:40,70:30,40:60,50:50,30:70,70:30,60:40,45:55,40:60,20:80,55:45,60:40,70:30,45:55,30:70,70:30,40:60,60:40,60:40,70:30,20:80,50:50,40:60,40:60,55:45,55:45,30:70,60:40,45:55,40:60,60:40,40:60,20:80,30:70,45:55,30:70,45:55,60:40,60:40,70:30,45:55,Yes
9/27/2023 21:34:15,Lucario,High Level (I regularly make it out of pools in tournaments),TRai,70:30,50:50,70:30,55:45,55:45,40:60,30:70,55:45,70:30,55:45,60:40,60:40,70:30,55:45,50:50,60:40,50:50,50:50,50:50,50:50,40:60,50:50,45:55,60:40,50:50,60:40,55:45,55:45,60:40,60:40,55:45,55:45,45:55,60:40,50:50,55:45,60:40,55:45,45:55,70:30,60:40,45:55,Yes
9/27/2023 22:03:56,Marth,Top Player (I have won regional or larger sized tournaments),Jagz$,55:45,50:50,40:60,55:45,45:55,55:45,55:45,50:50,50:50,55:45,55:45,50:50,55:45,55:45,50:50,55:45,55:45,55:45,60:40,55:45,50:50,45:55,50:50,60:40,60:40,70:30,55:45,45:55,50:50,50:50,55:45,55:45,45:55,55:45,45:55,60:40,55:45,55:45,50:50,45:55,60:40,40:60,Yes
9/27/2023 22:08:57,Lucario,High Level (I regularly make it out of pools in tournaments),GooSluj,60:40,40:60,60:40,45:55,55:45,40:60,40:60,60:40,55:45,60:40,55:45,50:50,60:40,50:50,55:45,55:45,50:50,50:50,55:45,50:50,45:55,45:55,50:50,45:55,55:45,55:45,50:50,55:45,55:45,55:45,45:55,55:45,40:60,50:50,50:50,50:50,55:45,55:45,45:55,55:45,50:50,50:50,Yes
9/27/2023 22:22:24,Lucario,Top Player (I have won regional or larger sized tournaments),NGPPoilu,55:45,45:55,55:45,40:60,55:45,40:60,40:60,60:40,70:30,55:45,55:45,40:60,70:30,60:40,50:50,55:45,50:50,40:60,40:60,40:60,45:55,45:55,40:60,60:40,55:45,60:40,50:50,50:50,50:50,55:45,60:40,40:60,40:60,55:45,40:60,40:60,45:55,40:60,30:70,55:45,60:40,40:60,Yes
9/27/2023 23:22:45,Ganondorf,Intermediate (I have participated in multiple tournaments),Cosmic | Frequency,70:30,55:45,60:40,50:50,60:40,50:50,45:55,50:50,60:40,55:45,45:55,60:40,70:30,55:45,40:60,55:45,40:60,40:60,60:40,55:45,50:50,40:60,55:45,55:45,70:30,70:30,60:40,45:55,60:40,45:55,55:45,60:40,40:60,55:45,30:70,55:45,40:60,55:45,50:50,70:30,60:40,50:50,Yes
9/27/2023 23:29:50,Falco,Intermediate (I have participated in multiple tournaments),Cosmic | Frequency,60:40,70:30,70:30,55:45,60:40,50:50,50:50,50:50,55:45,55:45,60:40,55:45,70:30,50:50,55:45,60:40,60:40,60:40,55:45,55:45,45:55,50:50,55:45,60:40,60:40,70:30,55:45,55:45,60:40,50:50,60:40,55:45,50:50,55:45,60:40,55:45,60:40,40:60,50:50,55:45,55:45,50:50,Yes
