Timestamp,Please select a character to submit matchup data for.,What is your approximate skill level?,What is your tag?,Bowser,Captain Falcon,Charizard,Diddy Kong,Donkey Kong,Falco,Fox,Ganondorf,Ice Climbers,Ike,Ivysaur,Jigglypuff,King Dedede,Kirby,Knuckles,Link,Lucario,Lucas,Luigi,Mario,Marth,Meta Knight,Mewtwo,Mr. Game and Watch,Ness,Olimar,Peach,Pikachu,Pit,R.O.B.,Roy,Samus,Sheik,Snake,Sonic,Squirtle,Toon Link,Wario,Wolf,Yoshi,Zelda,Zero Suit Samus,"I attest that the data I am submitting is my actual opinion, and I am not submitting junk data to cause a headache."
9/27/2023 23:33:36,Olimar,Intermediate (I have participated in multiple tournaments),Cosmic | Frequency,55:45,55:45,60:40,45:55,55:45,30:70,30:70,30:70,55:45,40:60,70:30,70:30,70:30,60:40,40:60,40:60,40:60,30:70,55:45,55:45,40:60,30:70,40:60,50:50,55:45,50:50,60:40,45:55,55:45,70:30,50:50,45:55,50:50,45:55,45:55,50:50,30:70,50:50,45:55,45:55,50:50,50:50,Yes
9/28/2023 0:10:47,King Dedede,High Level (I regularly make it out of pools in tournaments),Ripple,60:40,50:50,40:60,30:70,40:60,50:50,55:45,50:50,20:80,40:60,40:60,60:40,50:50,55:45,30:70,40:60,30:70,40:60,55:45,40:60,55:45,40:60,45:55,40:60,60:40,45:55,70:30,40:60,45:55,50:50,60:40,60:40,40:60,55:45,40:60,30:70,20:80,40:60,45:55,60:40,70:30,30:70,Yes
9/28/2023 0:29:32,Ganondorf,High Level (I regularly make it out of pools in tournaments),Ford$,60:40,40:60,45:55,50:50,40:60,45:55,40:60,50:50,55:45,40:60,55:45,60:40,55:45,45:55,40:60,45:55,45:55,50:50,60:40,45:55,55:45,45:55,50:50,55:45,60:40,45:55,60:40,55:45,50:50,45:55,60:40,60:40,30:70,45:55,40:60,40:60,45:55,50:50,45:55,55:45,60:40,45:55,Yes
9/28/2023 1:02:05,Lucas,High Level (I regularly make it out of pools in tournaments),Grealy,60:40,50:50,70:30,,55:45,30:70,30:70,60:40,60:40,55:45,60:40,,80:20,40:60,45:55,60:40,40:60,50:50,60:40,40:60,30:70,40:60,60:40,60:40,45:55,45:55,40:60,,,60:40,45:55,60:40,30:70,60:40,60:40,55:45,45:55,45:55,30:70,,,40:60,Yes
9/28/2023 2:51:53,Meta Knight,Top Player (I have won regional or larger sized tournaments),SipMastah,60:40,55:45,55:45,50:50,45:55,55:45,45:55,60:40,50:50,55:45,60:40,70:30,60:40,60:40,45:55,55:45,50:50,55:45,70:30,50:50,55:45,50:50,45:55,55:45,60:40,60:40,,60:40,55:45,55:45,60:40,60:40,50:50,55:45,45:55,60:40,60:40,55:45,50:50,55:45,55:45,55:45,Yes
9/28/2023 2:54:27,Sonic,Top Player (I have won regional or larger sized tournaments),SipMastah,60:40,50:50,55:45,60:40,55:45,55:45,50:50,60:40,45:55,55:45,60:40,60:40,60:40,55:45,55:45,60:40,55:45,50:50,55:45,50:50,55:45,55:45,55:45,55:45,55:45,60:40,50:50,60:40,60:40,60:40,55:45,55:45,55:45,60:40,50:50,55:45,60:40,55:45,50:50,,,45:55,Yes
9/28/2023 2:57:18,Lucario,Top Player (I have won regional or larger sized tournaments),SipMastah,60:40,50:50,55:45,50:50,50:50,50:50,45:55,55:45,55:45,55:45,55:45,60:40,60:40,55:45,45:55,55:45,50:50,55:45,60:40,50:50,45:55,50:50,55:45,60:40,55:45,55:45,55:45,60:40,,60:40,60:40,55:45,45:55,55:45,45:55,55:45,,55:45,45:55,,,45:55,Yes
9/28/2023 2:59:52,Diddy Kong,Top Player (I have won regional or larger sized tournaments),SipMastah,,55:45,55:45,50:50,45:55,50:50,50:50,60:40,50:50,45:55,55:45,60:40,60:40,60:40,50:50,55:45,50:50,55:45,60:40,40:60,45:55,50:50,45:55,55:45,,,55:45,,,55:45,,60:40,55:45,,40:60,55:45,,50:50,50:50,55:45,,45:55,Yes
9/28/2023 4:29:11,R.O.B.,High Level (I regularly make it out of pools in tournaments),UkeleleJoe,60:40,30:70,55:45,50:50,40:60,50:50,50:50,45:55,60:40,55:45,60:40,60:40,60:40,55:45,,55:45,45:55,50:50,60:40,50:50,55:45,40:60,45:55,50:50,60:40,60:40,60:40,50:50,60:40,50:50,70:30,60:40,55:45,60:40,40:60,45:55,50:50,50:50,50:50,55:45,60:40,30:70,Yes
9/28/2023 4:30:31,Ganondorf,Intermediate (I have participated in multiple tournaments),Dash,60:40,45:55,,40:60,45:55,40:60,40:60,50:50,55:45,50:50,40:60,55:45,50:50,50:50,30:70,40:60,30:70,40:60,60:40,50:50,50:50,40:60,40:60,50:50,70:30,45:55,70:30,,50:50,40:60,60:40,60:40,30:70,45:55,20:80,,45:55,40:60,30:70,60:40,50:50,30:70,Yes
9/28/2023 5:42:59,Mewtwo,High Level (I regularly make it out of pools in tournaments),Cepheus,60:40,40:60,50:50,70:30,40:60,60:40,60:40,50:50,60:40,45:55,40:60,50:50,55:45,60:40,55:45,45:55,50:50,45:55,60:40,60:40,40:60,45:55,50:50,40:60,50:50,40:60,60:40,55:45,45:55,45:55,60:40,50:50,40:60,50:50,45:55,45:55,40:60,60:40,55:45,50:50,55:45,40:60,Yes
9/28/2023 5:51:13,Mr. Game and Watch,High Level (I regularly make it out of pools in tournaments),Commander Koen,70:30,45:55,55:45,45:55,60:40,40:60,30:70,60:40,55:45,,60:40,80:20,70:30,60:40,,30:70,50:50,50:50,80:20,50:50,50:50,50:50,45:55,50:50,50:50,40:60,70:30,70:30,50:50,60:40,60:40,55:45,60:40,40:60,50:50,60:40,30:70,50:50,50:50,60:40,70:30,40:60,Yes
9/28/2023 11:11:23,Marth,Top Player (I have won regional or larger sized tournaments),Blitz,60:40,55:45,55:45,55:45,45:55,60:40,55:45,55:45,60:40,50:50,60:40,60:40,55:45,55:45,55:45,50:50,55:45,55:45,70:30,55:45,50:50,50:50,55:45,60:40,60:40,60:40,60:40,55:45,55:45,55:45,55:45,60:40,50:50,60:40,55:45,60:40,55:45,60:40,50:50,55:45,60:40,50:50,Yes
9/28/2023 11:32:30,Wolf,Intermediate (I have participated in multiple tournaments),,55:45,60:40,55:45,55:45,50:50,45:55,40:60,60:40,45:55,50:50,60:40,55:45,55:45,50:50,45:55,55:45,55:45,60:40,50:50,50:50,50:50,50:50,50:50,50:50,50:50,55:45,55:45,55:45,60:40,50:50,55:45,55:45,55:45,55:45,55:45,55:45,60:40,55:45,50:50,55:45,55:45,55:45,Yes
9/28/2023 13:15:18,Wario,High Level (I regularly make it out of pools in tournaments),J.am,60:40,55:45,70:30,50:50,60:40,55:45,50:50,70:30,40:60,60:40,50:50,55:45,60:40,60:40,50:50,50:50,50:50,55:45,60:40,50:50,55:45,50:50,50:50,50:50,60:40,50:50,60:40,60:40,50:50,45:55,60:40,60:40,50:50,50:50,50:50,45:55,45:55,50:50,50:50,50:50,50:50,50:50,Yes
9/28/2023 19:57:10,Ganondorf,High Level (I regularly make it out of pools in tournaments),Potatoes,60:40,45:55,45:55,45:55,40:60,30:70,30:70,50:50,40:60,45:55,45:55,70:30,55:45,40:60,40:60,55:45,40:60,40:60,70:30,40:60,50:50,30:70,40:60,45:55,50:50,45:55,55:45,55:45,45:55,45:55,55:45,55:45,30:70,45:55,30:70,40:60,50:50,40:60,30:70,70:30,60:40,30:70,Yes
9/28/2023 20:37:54,Yoshi,Intermediate (I have participated in multiple tournaments),Shadrake,45:55,45:55,40:60,60:40,45:55,45:55,45:55,45:55,50:50,45:55,45:55,60:40,45:55,55:45,50:50,45:55,45:55,45:55,55:45,45:55,50:50,50:50,40:60,60:40,45:55,50:50,45:55,50:50,55:45,45:55,60:40,55:45,50:50,50:50,40:60,50:50,45:55,50:50,40:60,50:50,45:55,50:50,Yes
9/28/2023 20:44:06,Pikachu,Intermediate (I have participated in multiple tournaments),Shadrake,50:50,50:50,45:55,50:50,50:50,55:45,50:50,50:50,45:55,50:50,55:45,55:45,50:50,50:50,50:50,45:55,50:50,45:55,55:45,45:55,50:50,50:50,50:50,45:55,50:50,55:45,45:55,50:50,55:45,55:45,45:55,50:50,40:60,60:40,50:50,55:45,45:55,50:50,50:50,45:55,50:50,50:50,Yes
9/28/2023 20:49:20,Mario,High Level (I regularly make it out of pools in tournaments),Erg,60:40,45:55,55:45,60:40,60:40,50:50,40:60,55:45,60:40,55:45,60:40,70:30,60:40,55:45,55:45,50:50,50:50,60:40,60:40,50:50,40:60,50:50,55:45,55:45,60:40,60:40,55:45,60:40,55:45,55:45,45:55,60:40,60:40,60:40,60:40,55:45,60:40,60:40,50:50,60:40,60:40,50:50,Yes
9/29/2023 12:21:35,Ike,Top Player (I have won regional or larger sized tournaments),metroid,60:40,50:50,,50:50,50:50,50:50,50:50,60:40,55:45,50:50,45:55,60:40,55:45,45:55,50:50,,50:50,55:45,60:40,50:50,50:50,40:60,,50:50,55:45,60:40,60:40,,50:50,50:50,55:45,60:40,40:60,60:40,40:60,40:60,,,50:50,,60:40,45:55,Yes
9/30/2023 0:08:28,Mewtwo,High Level (I regularly make it out of pools in tournaments),Shadows,70:30,45:55,60:40,55:45,60:40,55:45,50:50,55:45,70:30,50:50,60:40,80:20,70:30,70:30,50:50,50:50,55:45,55:45,70:30,60:40,55:45,55:45,50:50,60:40,60:40,60:40,60:40,55:45,45:55,60:40,50:50,70:30,50:50,60:40,60:40,60:40,40:60,55:45,50:50,70:30,60:40,45:55,Yes
9/30/2023 8:36:21,Roy,Intermediate (I have participated in multiple tournaments),RoyinoZ,30:70,40:60,40:60,45:55,70:30,55:45,50:50,45:55,50:50,45:55,45:55,50:50,70:30,55:45,50:50,50:50,50:50,60:40,60:40,55:45,40:60,40:60,40:60,50:50,60:40,60:40,30:70,40:60,55:45,30:70,50:50,50:50,40:60,50:50,40:60,50:50,60:40,45:55,40:60,30:70,60:40,30:70,Yes
9/30/2023 9:06:57,Samus,High Level (I regularly make it out of pools in tournaments),Hausi,45:55,40:60,45:55,50:50,40:60,60:40,60:40,40:60,70:30,30:70,45:55,55:45,50:50,40:60,40:60,40:60,60:40,60:40,50:50,45:55,50:50,50:50,30:70,55:45,40:60,45:55,60:40,40:60,45:55,30:70,70:30,50:50,50:50,45:55,55:45,50:50,40:60,55:45,60:40,50:50,40:60,45:55,Yes
9/30/2023 9:52:59,Wolf,Intermediate (I have participated in multiple tournaments),ultradill,70:30,60:40,60:40,60:40,55:45,60:40,55:45,60:40,,60:40,55:45,60:40,70:30,60:40,60:40,60:40,55:45,60:40,60:40,50:50,55:45,50:50,55:45,55:45,60:40,,55:45,,60:40,45:55,55:45,60:40,50:50,60:40,55:45,55:45,55:45,50:50,50:50,,40:60,45:55,Yes
9/30/2023 10:15:55,Knuckles,Intermediate (I have participated in multiple tournaments),fr0g,70:30,55:45,,,,,,70:30,,,,,,,,,,30:70,,80:20,80:20,70:30,,,80:20,,,,,,,,,,,,,,70:30,,,,Yes
9/30/2023 10:22:05,Charizard,High Level (I regularly make it out of pools in tournaments),Noise,55:45,50:50,50:50,50:50,45:55,55:45,55:45,55:45,40:60,50:50,50:50,60:40,60:40,60:40,50:50,50:50,40:60,40:60,60:40,55:45,55:45,45:55,45:55,50:50,55:45,50:50,60:40,55:45,50:50,55:45,60:40,60:40,50:50,50:50,40:60,50:50,55:45,55:45,40:60,55:45,60:40,45:55,Yes
9/30/2023 10:31:03,Peach,High Level (I regularly make it out of pools in tournaments),G-Rabbit,70:30,50:50,45:55,40:60,55:45,50:50,45:55,55:45,70:30,30:70,45:55,40:60,60:40,60:40,45:55,40:60,60:40,40:60,50:50,50:50,40:60,45:55,40:60,40:60,50:50,45:55,50:50,55:45,55:45,60:40,55:45,60:40,50:50,50:50,40:60,55:45,30:70,55:45,50:50,60:40,45:55,40:60,Yes
9/30/2023 11:19:41,Samus,High Level (I regularly make it out of pools in tournaments),Noise,45:55,45:55,40:60,50:50,40:60,50:50,50:50,45:55,55:45,40:60,45:55,45:55,45:55,55:45,45:55,45:55,45:55,55:45,55:45,50:50,50:50,45:55,40:60,50:50,55:45,45:55,50:50,50:50,55:45,40:60,60:40,50:50,45:55,45:55,45:55,55:45,40:60,40:60,45:55,50:50,45:55,40:60,Yes
9/30/2023 11:49:38,Zelda,Intermediate (I have participated in multiple tournaments),Raze,50:50,40:60,45:55,45:55,45:55,50:50,55:45,45:55,70:30,45:55,45:55,55:45,55:45,50:50,45:55,45:55,45:55,45:55,50:50,55:45,30:70,45:55,50:50,50:50,50:50,55:45,55:45,45:55,50:50,45:55,45:55,55:45,45:55,55:45,45:55,50:50,50:50,45:55,50:50,55:45,50:50,40:60,Yes
9/30/2023 12:03:13,Peach,Intermediate (I have participated in multiple tournaments),Ricko/Chico Bonito,60:40,45:55,30:70,50:50,45:55,55:45,45:55,40:60,70:30,30:70,45:55,50:50,45:55,50:50,45:55,50:50,55:45,50:50,70:30,55:45,45:55,50:50,30:70,55:45,60:40,50:50,50:50,60:40,45:55,40:60,50:50,55:45,40:60,60:40,60:40,55:45,30:70,45:55,50:50,70:30,40:60,30:70,Yes
9/30/2023 12:43:06,Mr. Game and Watch,Intermediate (I have participated in multiple tournaments),Stutter Step Steven,70:30,55:45,45:55,,50:50,55:45,55:45,60:40,40:60,70:30,40:60,60:40,,,,30:70,,20:80,60:40,,45:55,40:60,,,,,,,30:70,,55:45,,60:40,,,40:60,30:70,,,45:55,60:40,60:40,Yes
9/30/2023 12:45:44,King Dedede,Intermediate (I have participated in multiple tournaments),Stutter Step Steven,70:30,45:55,,,55:45,,,60:40,,50:50,55:45,,,,,55:45,,30:70,60:40,,55:45,45:55,,,,,,,,,80:20,60:40,,,,,,,,80:20,70:30,,Yes
9/30/2023 12:51:44,Luigi,High Level (I regularly make it out of pools in tournaments),Strat,50:50,45:55,45:55,50:50,45:55,40:60,40:60,45:55,50:50,40:60,50:50,55:45,40:60,50:50,45:55,30:70,50:50,45:55,,55:45,40:60,30:70,30:70,40:60,45:55,45:55,50:50,45:55,45:55,40:60,40:60,50:50,45:55,50:50,45:55,45:55,40:60,50:50,40:60,50:50,45:55,45:55,Yes
9/30/2023 13:02:48,Roy,Intermediate (I have participated in multiple tournaments),rake,40:60,45:55,40:60,55:45,40:60,55:45,50:50,45:55,45:55,45:55,50:50,60:40,40:60,60:40,50:50,50:50,45:55,60:40,55:45,45:55,45:55,50:50,45:55,60:40,60:40,60:40,55:45,55:45,55:45,45:55,50:50,45:55,55:45,50:50,50:50,55:45,60:40,45:55,45:55,40:60,50:50,45:55,Yes
9/30/2023 13:19:35,Peach,Intermediate (I have participated in multiple tournaments),flakylayers,,50:50,40:60,,45:55,50:50,50:50,,70:30,30:70,45:55,,,,,40:60,,,,,45:55,,,,,,,,,50:50,60:40,55:45,50:50,,,40:60,40:60,,,,45:55,40:60,Yes
9/30/2023 13:30:00,Bowser,Top Player (I have won regional or larger sized tournaments),Nogh,50:50,40:60,40:60,55:45,40:60,60:40,60:40,40:60,30:70,40:60,30:70,60:40,50:50,45:55,40:60,45:55,40:60,45:55,60:40,40:60,45:55,45:55,55:45,60:40,50:50,45:55,60:40,55:45,60:40,40:60,70:30,60:40,45:55,55:45,40:60,40:60,45:55,40:60,55:45,55:45,60:40,40:60,Yes
9/30/2023 13:33:27,Donkey Kong,Top Player (I have won regional or larger sized tournaments),Nogh,60:40,45:55,40:60,60:40,50:50,60:40,60:40,60:40,30:70,45:55,45:55,60:40,60:40,55:45,45:55,60:40,45:55,55:45,70:30,40:60,60:40,55:45,55:45,60:40,60:40,60:40,60:40,60:40,60:40,55:45,70:30,60:40,55:45,60:40,40:60,60:40,60:40,50:50,55:45,60:40,60:40,45:55,Yes
9/30/2023 13:37:44,Ivysaur,Top Player (I have won regional or larger sized tournaments),Nogh,70:30,40:60,50:50,55:45,55:45,45:55,45:55,70:30,55:45,55:45,50:50,70:30,70:30,60:40,40:60,40:60,45:55,50:50,60:40,45:55,40:60,40:60,55:45,70:30,60:40,60:40,60:40,60:40,40:60,45:55,50:50,40:60,50:50,60:40,40:60,45:55,40:60,60:40,45:55,50:50,55:45,40:60,Yes
9/30/2023 13:41:27,Charizard,Top Player (I have won regional or larger sized tournaments),Nogh,60:40,55:45,50:50,55:45,60:40,60:40,60:40,60:40,30:70,50:50,50:50,70:30,60:40,55:45,40:60,55:45,40:60,45:55,60:40,40:60,60:40,40:60,55:45,60:40,55:45,55:45,70:30,60:40,50:50,60:40,70:30,60:40,55:45,60:40,40:60,45:55,45:55,45:55,50:50,60:40,60:40,40:60,Yes
9/30/2023 13:44:45,R.O.B.,Top Player (I have won regional or larger sized tournaments),Nogh,60:40,45:55,40:60,60:40,45:55,60:40,60:40,60:40,60:40,50:50,55:45,70:30,60:40,55:45,40:60,50:50,40:60,55:45,70:30,40:60,45:55,40:60,55:45,60:40,60:40,60:40,70:30,60:40,50:50,50:50,70:30,70:30,50:50,60:40,40:60,45:55,45:55,40:60,60:40,60:40,55:45,30:70,Yes
9/30/2023 13:47:36,Ike,High Level (I regularly make it out of pools in tournaments),tia,60:40,50:50,50:50,55:45,55:45,45:55,55:45,60:40,55:45,50:50,50:50,60:40,60:40,50:50,45:55,50:50,45:55,55:45,60:40,50:50,45:55,40:60,55:45,55:45,60:40,60:40,60:40,50:50,50:50,50:50,55:45,60:40,45:55,60:40,45:55,45:55,60:40,50:50,40:60,60:40,60:40,40:60,Yes
9/30/2023 13:47:56,Ganondorf,Top Player (I have won regional or larger sized tournaments),Nogh,60:40,40:60,40:60,55:45,40:60,55:45,50:50,50:50,45:55,40:60,30:70,60:40,60:40,45:55,40:60,55:45,40:60,50:50,60:40,45:55,40:60,45:55,60:40,60:40,55:45,40:60,60:40,55:45,45:55,40:60,60:40,60:40,45:55,60:40,40:60,40:60,45:55,40:60,45:55,55:45,55:45,40:60,Yes
9/30/2023 14:05:38,Snake,Intermediate (I have participated in multiple tournaments),LF DOOM,60:40,40:60,40:60,30:70,40:60,60:40,40:60,50:50,30:70,30:70,50:50,70:30,60:40,60:40,40:60,50:50,20:80,40:60,45:55,40:60,30:70,20:80,50:50,40:60,50:50,50:50,70:30,40:60,50:50,50:50,40:60,60:40,40:60,50:50,50:50,55:45,40:60,40:60,40:60,60:40,60:40,20:80,Yes
9/30/2023 14:43:22,Yoshi,Top Player (I have won regional or larger sized tournaments),Nogh,45:55,50:50,40:60,60:40,40:60,60:40,55:45,45:55,45:55,50:50,50:50,70:30,60:40,55:45,40:60,45:55,40:60,50:50,60:40,40:60,60:40,45:55,60:40,60:40,50:50,45:55,60:40,60:40,55:45,40:60,60:40,50:50,50:50,60:40,40:60,55:45,45:55,40:60,50:50,50:50,55:45,40:60,Yes
9/30/2023 15:24:01,Roy,Intermediate (I have participated in multiple tournaments),Theft,30:70,45:55,40:60,55:45,40:60,55:45,50:50,40:60,55:45,45:55,50:50,,40:60,50:50,45:55,45:55,45:55,60:40,50:50,50:50,45:55,50:50,40:60,60:40,60:40,,55:45,,50:50,45:55,50:50,45:55,50:50,40:60,45:55,,45:55,40:60,50:50,30:70,50:50,45:55,Yes
9/30/2023 18:34:00,Snake,High Level (I regularly make it out of pools in tournaments),EdgeVids,80:20,60:40,50:50,55:45,70:30,55:45,50:50,70:30,55:45,50:50,55:45,50:50,60:40,40:60,40:60,45:55,50:50,55:45,60:40,50:50,55:45,40:60,40:60,55:45,40:60,45:55,60:40,55:45,55:45,55:45,55:45,70:30,40:60,50:50,55:45,40:60,45:55,50:50,60:40,40:60,40:60,45:55,Yes
9/30/2023 19:26:57,Charizard,High Level (I regularly make it out of pools in tournaments),Tismatic,60:40,45:55,50:50,45:55,55:45,30:70,40:60,60:40,40:60,55:45,45:55,60:40,50:50,45:55,45:55,50:50,40:60,40:60,70:30,55:45,55:45,45:55,45:55,40:60,55:45,55:45,60:40,55:45,50:50,50:50,55:45,60:40,50:50,50:50,40:60,55:45,50:50,55:45,40:60,50:50,55:45,40:60,Yes
9/30/2023 21:58:43,Samus,High Level (I regularly make it out of pools in tournaments),Irish martini,45:55,45:55,40:60,55:45,40:60,55:45,45:55,50:50,50:50,45:55,50:50,45:55,45:55,50:50,45:55,50:50,45:55,45:55,50:50,45:55,45:55,40:60,45:55,50:50,50:50,50:50,45:55,45:55,45:55,40:60,60:40,50:50,50:50,45:55,45:55,60:40,40:60,45:55,50:50,45:55,50:50,45:55,Yes
9/30/2023 23:44:31,Snake,Top Player (I have won regional or larger sized tournaments),FlashingFire,70:30,50:50,50:50,40:60,60:40,40:60,40:60,55:45,60:40,50:50,45:55,50:50,70:30,50:50,50:50,40:60,55:45,55:45,55:45,45:55,45:55,45:55,40:60,50:50,50:50,40:60,60:40,55:45,45:55,55:45,55:45,50:50,40:60,50:50,55:45,50:50,40:60,50:50,45:55,60:40,45:55,50:50,Yes
10/1/2023 3:43:16,Charizard,High Level (I regularly make it out of pools in tournaments),JimmyC ( jimmyc on discord),,60:40,50:50,50:50,45:55,40:60,40:60,60:40,,55:45,30:70,,60:40,,60:40,40:60,40:60,40:60,,45:55,50:50,30:70,,40:60,60:40,,,,50:50,60:40,60:40,,40:60,55:45,30:70,,,60:40,20:80,40:60,60:40,20:80,Yes
10/1/2023 4:44:51,Kirby,High Level (I regularly make it out of pools in tournaments),SSK,55:45,45:55,,,40:60,45:55,30:70,50:50,45:55,,50:50,,,,,40:60,50:50,45:55,,45:55,50:50,45:55,40:60,45:55,50:50,50:50,50:50,,,,55:45,,55:45,50:50,45:55,50:50,,45:55,45:55,,,45:55,Yes
10/1/2023 11:18:15,Bowser,High Level (I regularly make it out of pools in tournaments),Chech,50:50,50:50,55:45,45:55,50:50,60:40,60:40,60:40,50:50,55:45,50:50,60:40,60:40,55:45,50:50,50:50,45:55,50:50,55:45,45:55,55:45,50:50,50:50,50:50,50:50,55:45,55:45,55:45,55:45,50:50,55:45,55:45,40:60,55:45,45:55,50:50,50:50,45:55,45:55,60:40,55:45,50:50,Yes
10/1/2023 11:40:31,Sonic,High Level (I regularly make it out of pools in tournaments),Pnut,70:30,50:50,55:45,55:45,60:40,50:50,40:60,60:40,40:60,55:45,55:45,60:40,70:30,60:40,50:50,55:45,50:50,45:55,55:45,40:60,50:50,45:55,55:45,60:40,55:45,55:45,60:40,50:50,60:40,60:40,60:40,55:45,50:50,50:50,50:50,60:40,60:40,60:40,50:50,60:40,60:40,50:50,Yes
10/1/2023 11:44:12,Knuckles,High Level (I regularly make it out of pools in tournaments),Pnut,55:45,50:50,55:45,50:50,50:50,50:50,45:55,60:40,40:60,55:45,50:50,70:30,60:40,60:40,50:50,50:50,50:50,50:50,60:40,50:50,40:60,50:50,50:50,60:40,60:40,55:45,60:40,55:45,60:40,55:45,50:50,60:40,50:50,60:40,50:50,60:40,55:45,55:45,45:55,55:45,60:40,50:50,Yes
10/1/2023 11:48:00,R.O.B.,High Level (I regularly make it out of pools in tournaments),Pnut,50:50,50:50,50:50,55:45,45:55,60:40,55:45,50:50,60:40,55:45,45:55,55:45,55:45,55:45,45:55,45:55,40:60,55:45,55:45,45:55,50:50,45:55,55:45,55:45,60:40,50:50,55:45,45:55,50:50,50:50,60:40,60:40,40:60,50:50,40:60,55:45,45:55,55:45,55:45,60:40,60:40,40:60,Yes
10/1/2023 12:00:34,Wolf,High Level (I regularly make it out of pools in tournaments),jhamp,55:45,55:45,60:40,60:40,55:45,55:45,55:45,60:40,55:45,50:50,60:40,55:45,55:45,60:40,55:45,60:40,55:45,60:40,60:40,55:45,50:50,55:45,50:50,60:40,55:45,55:45,50:50,55:45,55:45,50:50,60:40,60:40,55:45,60:40,55:45,60:40,60:40,50:50,50:50,55:45,50:50,55:45,Yes
10/1/2023 12:08:45,Pikachu,Top Player (I have won regional or larger sized tournaments),Tealz,45:55,55:45,50:50,50:50,45:55,40:60,40:60,60:40,50:50,45:55,55:45,50:50,55:45,50:50,55:45,40:60,50:50,45:55,50:50,45:55,45:55,40:60,50:50,55:45,55:45,55:45,45:55,50:50,45:55,50:50,55:45,45:55,40:60,50:50,50:50,50:50,45:55,50:50,45:55,50:50,55:45,45:55,Yes
10/1/2023 12:45:00,Toon Link,Intermediate (I have participated in multiple tournaments),erg's secondary toon link,60:40,40:60,55:45,45:55,55:45,30:70,30:70,60:40,60:40,50:50,55:45,80:20,55:45,70:30,50:50,50:50,40:60,45:55,70:30,45:55,45:55,55:45,60:40,60:40,60:40,50:50,60:40,45:55,50:50,45:55,45:55,60:40,40:60,50:50,40:60,55:45,50:50,55:45,45:55,55:45,70:30,40:60,Yes
10/1/2023 12:50:02,Falco,Intermediate (I have participated in multiple tournaments),erg's secondary falco,60:40,55:45,60:40,60:40,55:45,50:50,50:50,60:40,55:45,60:40,60:40,55:45,55:45,55:45,55:45,60:40,50:50,55:45,60:40,55:45,45:55,60:40,55:45,55:45,50:50,55:45,55:45,60:40,55:45,45:55,50:50,45:55,55:45,45:55,55:45,50:50,70:30,60:40,55:45,70:30,60:40,50:50,Yes
10/1/2023 12:57:09,Diddy Kong,Intermediate (I have participated in multiple tournaments),Mochaccino,60:40,55:45,60:40,50:50,40:60,55:45,45:55,60:40,45:55,60:40,55:45,60:40,60:40,60:40,45:55,55:45,40:60,60:40,60:40,45:55,40:60,50:50,40:60,50:50,55:45,50:50,40:60,60:40,60:40,50:50,55:45,40:60,40:60,60:40,55:45,55:45,60:40,50:50,45:55,45:55,55:45,45:55,Yes
10/1/2023 13:22:16,Luigi,High Level (I regularly make it out of pools in tournaments),Mangachu,45:55,40:60,45:55,40:60,40:60,45:55,45:55,45:55,60:40,30:70,50:50,45:55,40:60,50:50,45:55,40:60,50:50,50:50,50:50,50:50,20:80,30:70,40:60,50:50,55:45,40:60,50:50,55:45,50:50,45:55,50:50,50:50,40:60,60:40,55:45,50:50,40:60,50:50,40:60,55:45,55:45,60:40,Yes
10/1/2023 14:34:28,Diddy Kong,Top Player (I have won regional or larger sized tournaments),Blitz,60:40,50:50,55:45,50:50,50:50,45:55,45:55,55:45,55:45,50:50,55:45,60:40,60:40,55:45,55:45,55:45,55:45,50:50,55:45,50:50,45:55,45:55,45:55,55:45,55:45,50:50,55:45,55:45,55:45,50:50,55:45,55:45,45:55,55:45,50:50,55:45,55:45,55:45,40:60,55:45,60:40,50:50,Yes
10/1/2023 15:56:25,Kirby,Intermediate (I have participated in multiple tournaments),Graapefruit,,45:55,,,40:60,55:45,30:70,50:50,45:55,50:50,,50:50,,50:50,,40:60,,,,,40:60,40:60,30:70,,,,45:55,50:50,,,45:55,,50:50,,40:60,,,,30:70,40:60,,,Yes
10/1/2023 16:14:01,Jigglypuff,High Level (I regularly make it out of pools in tournaments),Simon381,50:50,45:55,40:60,,45:55,55:45,45:55,40:60,50:50,40:60,30:70,50:50,45:55,45:55,45:55,,,,,40:60,50:50,,40:60,40:60,,,60:40,,,,,,,,,,,,45:55,45:55,40:60,,Yes
10/1/2023 19:14:37,Ganondorf,Intermediate (I have participated in multiple tournaments),recordio_,45:55,45:55,50:50,40:60,45:55,50:50,40:60,50:50,60:40,50:50,45:55,70:30,55:45,40:60,40:60,45:55,45:55,40:60,60:40,50:50,50:50,45:55,60:40,70:30,45:55,45:55,50:50,55:45,55:45,50:50,50:50,60:40,40:60,50:50,40:60,30:70,45:55,50:50,40:60,70:30,60:40,40:60,Yes
10/1/2023 22:06:12,Ganondorf,Intermediate (I have participated in multiple tournaments),Buttsubushi,60:40,45:55,55:45,50:50,45:55,45:55,40:60,50:50,50:50,40:60,40:60,70:30,55:45,70:30,40:60,40:60,40:60,30:70,50:50,40:60,40:60,20:80,50:50,70:30,45:55,45:55,50:50,45:55,30:70,30:70,40:60,45:55,40:60,60:40,30:70,30:70,50:50,40:60,30:70,70:30,50:50,20:80,Yes
