Character,Bowser,Captain Falcon,Charizard,Diddy Kong,Donkey Kong,Falco,Fox,Ganondorf,Ice Climbers,Ike,Ivysaur,Jigglypuff,King Dedede,Kirby,Knuckles,Link,Lucario,Lucas,Luigi,Mario,Marth,Meta Knight,Mewtwo,Mr. Game and Watch,Ness,Olimar,Peach,Pikachu,Pit,R.O.B.,Roy,Samus,Sheik,Snake,Sonic,Squirtle,Toon Link,Wario,Wolf,Yoshi,Zelda,Zero Suit Samus
Marth,0.15970358469581838,0.0873463638022926,0.08635054556386222,0.0784209139425813,0.10981021831240785,0.0721424206218332,0.09264398108650061,0.10391851728942865,0.1147897231780497,0.05598580724354027,0.06303997616615864,0.07547295017110331,0.16083092615667877,0.11919656944014653,0.11634498357394644,0.06421685131756284,0.06590600386811347,0.11176055411431483,0.130352763812317,0.060777458345074746,0.0,0.06908529741185668,0.07315484531661633,0.12258250896520392,0.08061027151061999,0.09420296554752784,0.07552724726458047,0.09328958365867752,0.060806899210506034,0.07439169455519351,0.07557640421424557,0.07132377674203601,0.06971075468712686,0.10961745623915468,0.12197334017617395,0.14501772116259476,0.05618332187193683,0.07697300671457234,0.09753359562714876,0.11578381597453985,0.0944619498249249,0.1412021831397177
Meta Knight,0.14599723539767523,0.13059943727961265,0.08694267288040784,0.0423405648279719,0.17945458302428793,0.08074202360863415,0.11761037176408067,0.1456003159441058,0.09574271077563382,0.07688554215978954,0.042673408242977266,0.14044168141158106,0.043902592653775656,0.05973557650467618,0.10707504926082193,0.07571877794400364,0.04218003305174259,0.10293952744612743,0.14306584587982532,0.06936730741021441,0.06908529741185668,0.0,0.08413739514583718,0.07894736842105263,0.057066443268951154,0.12262523365603614,0.12852524138309887,0.07885574190858598,0.05431624228298909,0.09092121131323903,0.09528351047490355,0.08413739514583718,0.10513149660756936,0.13018090521820672,0.11331476817427873,0.09742688947241687,0.0903876907577734,0.07182430061427789,0.06818181818181818,0.06520506636966263,0.14900989016981744,0.0576923076923077
Mewtwo,0.2397482520827447,0.11126197487524701,0.14854853303438126,0.13705070133655683,0.171894017037416,0.15910839602821975,0.08859214858212348,0.13722740596085595,0.16666666666666669,0.12583057392117916,0.12871062106070105,0.31167748898959186,0.24366985862022408,0.13323467750529824,0.09358766221586659,0.06673456687099226,0.09123461398653492,0.18463723646899913,0.24494897427831783,0.16598500055174642,0.07315484531661633,0.08413739514583718,0.0,0.20163802899463706,0.09530501027070383,0.19218335351058458,0.17524371905293473,0.12529400275814703,0.06239177481057773,0.13320572124475585,0.14779228854589543,0.21380899352993948,0.1541964546600609,0.15226930433637606,0.144795723984302,0.18609684207969415,0.125,0.08727959974619473,0.08009040943964843,0.3294905368001188,0.0902003030735275,0.07255994523271027
Mr. Game and Watch,0.2601728000228003,0.12229989761755714,0.12986562041232994,0.04208273180784324,0.1758438302346117,0.12388820797622668,0.15909090909090906,0.16134415010012138,0.13741043164463163,0.11507644118872197,0.13252163397375682,0.18170270503179917,0.13320572124475585,0.18478210682198065,0.1613743060919757,0.14454303013066463,0.10440731838827674,0.21380899352993948,0.20259092748745378,0.14464111667011886,0.12258250896520392,0.07894736842105263,0.20163802899463706,0.0,0.08984941105353261,0.06563832739090582,0.2738281296537807,0.24494897427831783,0.14219911474863026,0.16399590067766598,0.15226930433637603,0.23962015789412242,0.1459940085709933,0.13620804520639507,0.10363723796147746,0.14719601443879746,0.20155644370746376,0.11293438689952597,0.0924180153759012,0.25470314021895124,0.18777851574409862,0.11015735002382455
Ness,0.11403508771929824,0.0846811296559438,0.06830124792880359,0.09455971435444632,0.17122123943809764,0.18381801462315928,0.1392500690033995,0.1499506822278302,0.1601522303821397,0.059334966285253324,0.0655802278398368,0.13173978860172217,0.15019353286010448,0.06862635163075162,0.17989446595608977,0.09292741458900194,0.07637626158259732,0.041666666666666664,0.17412505627133626,0.12256702548794046,0.08061027151061999,0.057066443268951154,0.09530501027070383,0.08984941105353261,0.0,0.13192281121138158,0.1690308509457033,0.18387366263150307,0.058823529411764705,0.08860158884519917,0.13274338553001364,0.1446516864225741,0.15444576194437726,0.12287670328636878,0.10094660663590604,0.1336306209562122,0.11818736805705575,0.10743376064838499,0.12620609271875574,0.10001538816659103,0.12778049409546152,0.05324977701702561
Olimar,0.17881722556123705,0.17415165283723566,0.06850213785799694,0.07647191129018724,0.14700422548238265,0.1602863051066531,0.15163581718258906,0.14199589870500537,0.09130154050690636,0.10153095675101949,0.11439924277003014,0.20155644370746376,0.10528237629934552,0.08859214858212348,0.0980936667961022,0.11427129877881141,0.08676970585889242,0.203964610901009,0.11000697627335983,0.08333333333333334,0.09420296554752784,0.12262523365603614,0.19218335351058458,0.06563832739090582,0.13192281121138164,0.0,0.10434633627845706,0.08487607064668493,0.09845749108635872,0.12256702548794046,0.10637569963898807,0.16656825114780077,0.18091507167147441,0.2329642526122175,0.1163304067420188,0.057177187489686566,0.16662280124501821,0.09999999999999999,0.13454779452744633,0.10981085516943886,0.19202301260589114,0.12062447740929097
Peach,0.28335896334160243,0.13053853059926215,0.15524174696260024,0.18161514637593498,0.20456511387122875,0.10545230588406898,0.08087319699379725,0.12582757449150586,0.1647799492938801,0.11065346844892851,0.190180394298358,0.08463143846565585,0.2826372328162047,0.12909944487358055,0.09915003361908994,0.13619827387585826,0.08400268812903088,0.25061906821982216,0.1505199322349037,0.11239029738980327,0.07552724726458047,0.12852524138309887,0.17524371905293473,0.2738281296537807,0.1690308509457033,0.10434633627845703,0.09128709291752768,0.0723746864455746,0.1875,0.19499899355617892,0.1663780661615406,0.1764705882352941,0.10526315789473684,0.18474894150460877,0.14001879573076872,0.1654570429381936,0.32914029430219166,0.172553971012341,0.07017543859649124,0.23034579795954177,0.137167339016012,0.10094660663590604
Pikachu,0.16457014715109583,0.1719254005607237,0.09477598811252413,0.07968190728895956,0.07697337181922914,0.11590946307822354,0.11353563899372686,0.13448903384070424,0.19111769678910956,0.09943985631603956,0.13473829454786063,0.12364973189759493,0.13873501664789123,0.07606000241218869,0.1214985792587912,0.14201839569111904,0.07271226314840154,0.21428571428571425,0.12215623327820699,0.05884389414473131,0.09328958365867752,0.07885574190858598,0.12529400275814703,0.24494897427831783,0.18387366263150307,0.08487607064668494,0.0723746864455746,0.0,0.13725270326150324,0.1484583086033468,0.21586484923695817,0.14181839354401404,0.1452966314513558,0.12711536169135115,0.09845749108635872,0.08487607064668493,0.10149974286764377,0.10604562574894087,0.04852615860619696,0.12862173946153668,0.14433756729740646,0.05365166782805624
Pit,0.23275282046094725,0.07180198468215396,0.09104427178808705,0.1008184500058977,0.07987338596470746,0.06546536707079773,0.0,0.11590225767142474,0.10502100630210073,0.0849664448801002,0.08911355918781057,0.1795310696193773,0.17149858514250885,0.11677484162422845,0.09915003361908994,0.0767195610426153,0.08164965809277261,0.0,0.1718135506698224,0.057066443268951154,0.06080689921050603,0.05431624228298909,0.06239177481057773,0.14219911474863026,0.058823529411764705,0.09845749108635872,0.1875,0.13725270326150324,0.0,0.10259563124440642,0.07216878364870322,0.09530501027070382,0.05909368402852788,0.08413739514583718,0.10555693640914843,0.13320572124475585,0.12786401506759573,0.09163447642359447,0.05909368402852788,0.05818639983079648,0.12995239998794275,0.052025480557660805
R.O.B.,0.08602325267042628,0.09264111117062016,0.12704931690339716,0.11501434538039941,0.05567764362830022,0.09345230512584125,0.1,0.1047029207467644,0.1414273617729615,0.07042952122737638,0.06652597588440273,0.14323272549549756,0.09574271077563382,0.04519384537888671,0.05735393346764043,0.062207168403378414,0.0715776963156338,0.13937822295513808,0.15901835035238,0.08313525049239243,0.07439169455519351,0.09092121131323903,0.13320572124475585,0.16399590067766592,0.08860158884519917,0.12256702548794049,0.19499899355617892,0.14845830860334683,0.1025956312444064,0.0,0.16207441482858728,0.1158322906844952,0.11060440015358039,0.12692307692307692,0.0379981493116786,0.07859246952515223,0.08313632754159582,0.14977761292440647,0.12,0.03941134909984461,0.10526315789473684,0.1002391775719779
